Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
MQ,3795,ELP,ORD,2,845,175,0
EV,5497,MEM,OMA,1,830,107,0
UA,323,PHL,DEN,4,415,271,0
9E,4073,FWA,ATL,2,1000,114,0
US,702,PHX,PHL,6,705,265,1
OH,6766,MSN,LGA,2,1015,143,1
US,1451,CLT,SFO,3,455,342,0
EV,5162,ATL,FAY,6,1145,81,1
DL,1188,ATL,BDL,2,1295,137,1
XE,5954,LNK,ORD,7,360,96,0
OO,6276,CWA,ORD,1,1090,68,0
DL,2678,MCO,DCA,6,850,126,1
OO,6291,LAX,ELP,7,760,111,0
CO,1544,IAH,CLE,1,625,158,1
DL,2045,DCA,DTW,7,1027,103,1
WN,3074,MDW,RDU,3,660,110,1
US,1987,CLT,RSW,5,465,113,0
AA,1856,MIA,IAD,6,665,145,0
WN,339,TUL,HOU,7,1140,95,1
YV,2879,TUS,PHX,3,1150,59,1
US,9,PHX,ORD,4,1175,194,1
DL,2137,ATL,JAX,1,1232,70,0
WN,2528,MCO,PIT,1,620,135,0
US,5,PHX,ORD,4,800,201,0
US,1558,PHX,CLT,1,15,222,1
MQ,4299,BUF,ORD,1,690,115,0
WN,2840,PHX,STL,6,620,175,1
US,146,PHX,LIH,6,675,412,1
DL,2095,JAX,ATL,1,1166,85,1
WN,606,LAS,OAK,3,1235,90,1
WN,1381,DAL,AUS,5,1065,55,1
YV,2766,BUR,PHX,4,585,88,0
WN,1815,LAS,SAN,7,950,65,1
OH,6453,SDF,CVG,4,1045,49,1
MQ,3765,DEN,ORD,7,870,150,0
OH,6348,BUF,JFK,2,360,95,0
WN,457,PIT,MDW,5,580,100,0
DL,1738,SRQ,ATL,4,953,98,1
UA,988,DSM,DEN,4,379,127,0
UA,43,DEN,HNL,1,714,458,0
EV,5556,BTR,ATL,4,960,95,0
DL,2137,ATL,JAX,7,1232,70,1
EV,5340,ROA,ATL,4,1078,96,0
EV,4939,ATL,TRI,4,510,69,0
XE,5990,LNK,ORD,4,883,97,0
AA,2355,ORD,DFW,4,1265,150,0
OH,6764,CLT,JFK,3,700,138,0
EV,7091,IAD,JFK,6,498,74,0
DL,2307,ATL,LIT,6,1150,99,1
XE,5943,ORD,PIA,4,1205,49,0
AA,1172,PHX,ORD,5,565,205,0
FL,681,ATL,ICT,2,929,139,0
YV,1039,ITO,HNL,1,1020,47,0
OO,6750,LEX,ORD,7,646,89,0
B6,690,DCA,BOS,3,1200,82,1
DL,2482,MSP,DTW,3,1180,109,1
YV,2881,PHX,ABQ,7,975,70,1
UA,500,SFO,PHX,3,765,119,0
F9,146,DEN,HOU,4,707,137,1
9E,3821,MSP,MLI,4,1175,80,0
DL,1582,MDW,ATL,7,674,116,1
DL,1578,EYW,ATL,2,740,120,0
AA,1492,DFW,MCO,1,1120,140,1
CO,1183,EWR,ORD,3,800,150,0
EV,7312,MEM,SHV,4,1160,73,1
CO,518,EWR,TPA,4,569,178,1
US,154,SAN,PHL,4,525,302,1
B6,576,MCO,SWF,6,705,155,0
MQ,3329,DFW,BRO,4,520,95,1
AA,1561,ORD,SFO,2,1125,285,0
AA,578,DFW,SAT,2,895,65,0
XE,2190,MHT,EWR,4,370,82,0
WN,1458,SAT,HOU,4,1120,50,1
CO,611,EWR,IAH,1,330,233,1
MQ,4085,ABE,ORD,3,755,140,0
US,701,PHL,LAX,6,1080,369,0
AA,1141,JFK,MIA,2,345,190,0
WN,607,ORF,BWI,2,625,55,1
9E,3943,MSP,LSE,3,680,55,0
EV,5045,ORD,DTW,6,825,86,0
CO,597,IAH,LAS,7,1275,203,1
XE,2604,IAH,TUL,3,885,85,0
EV,5478,ATL,CAE,7,1150,66,1
B6,136,RSW,JFK,2,789,162,0
WN,1628,HOU,BNA,3,460,105,1
UA,870,SFO,JFK,3,775,351,1
UA,137,IAD,LAX,1,1130,350,0
DL,2285,ATL,IAH,2,1150,145,0
AS,53,ANC,SCC,3,880,108,0
AA,2344,DFW,ORD,6,690,135,0
WN,3744,MDW,LAS,3,585,245,1
UA,59,DEN,SFO,7,360,169,0
DL,2581,SDF,ATL,5,360,84,0
XE,2657,EWR,XNA,1,945,205,1
WN,3496,PHX,OAK,1,590,125,0
UA,369,DEN,PDX,7,692,178,0
WN,221,PHX,SMF,7,420,130,0
AA,1347,DFW,SJC,5,590,225,0
EV,5558,DTW,PHL,7,915,120,1
FL,315,CLT,ATL,3,635,72,0
UA,845,SAN,ORD,3,686,234,0
US,665,SNA,PHX,4,1140,77,0
OO,7789,SUN,SLC,2,794,66,0
OO,6251,DEN,MSN,5,606,129,0
DL,1842,SAT,ATL,3,335,138,1
B6,1762,SJU,FLL,4,270,163,0
WN,1624,SEA,DEN,5,885,160,0
DL,2230,ATL,MCI,7,647,138,0
WN,2061,SDF,STL,5,605,70,0
CO,1593,MCO,EWR,4,1205,157,0
US,329,SNA,PHX,1,975,75,0
US,1897,MSP,CLT,3,1035,148,0
OO,4494,BIL,SLC,4,1020,79,0
US,47,LIH,PHX,7,1380,364,0
B6,4,JFK,BUF,3,565,87,0
DL,1940,SFO,JFK,4,690,340,0
UA,308,ORD,MCO,3,1170,166,1
WN,290,LIT,MDW,6,630,100,1
AA,1235,BOS,DFW,7,1015,270,1
AA,522,PDX,DFW,6,945,215,1
UA,33,DEN,SNA,3,537,157,0
EV,5025,ATL,TRI,4,515,71,0
WN,1399,AMA,DEN,3,555,80,0
AA,1367,HSV,DFW,1,1025,130,0
DL,1650,LAS,MSP,6,558,192,0
OO,4656,MSP,ICT,2,860,110,1
AA,1356,DFW,IAD,4,665,165,0
US,1980,PHL,PVD,3,945,68,0
9E,4087,CMH,JFK,6,995,130,1
WN,2108,TPA,HOU,3,1155,150,0
YV,2881,SBP,PHX,4,750,95,1
DL,2056,SAT,ATL,6,735,130,0
WN,3309,BUR,SMF,1,425,75,0
AA,1321,IAD,MIA,7,1015,170,1
UA,515,ORD,SMF,4,1230,272,1
AA,1455,MIA,SFO,7,930,375,0
CO,1631,PBI,IAH,2,1070,169,1
US,1429,CLT,ATL,4,706,84,0
OO,4570,SLC,SEA,6,506,137,1
WN,195,DEN,SNA,2,525,160,1
WN,302,JAN,HOU,7,410,85,0
DL,2045,DCA,DTW,1,1027,103,1
WN,590,LAX,LAS,3,620,60,1
UA,288,ORD,MCO,4,860,165,1
US,71,DEN,PHX,7,480,135,0
9E,3904,CMH,DTW,4,920,70,0
OH,6316,CVG,BOS,5,680,130,0
YV,2860,FLG,PHX,6,976,64,1
OO,6687,MRY,SFO,6,702,37,1
XE,2144,ROC,CLE,2,1135,67,0
FL,1229,SRQ,IND,1,935,139,0
US,16,SFO,PHX,2,720,116,1
WN,3517,OAK,PDX,3,955,100,1
9E,3945,LSE,MSP,3,582,55,1
DL,2557,JFK,SAN,7,1150,390,0
CO,746,IAH,ORD,1,893,163,1
OO,4442,SLC,FCA,5,1299,102,0
AA,1907,DCA,MIA,3,430,165,0
MQ,3535,DFW,LIT,5,1320,65,0
OH,6651,BNA,LGA,1,1067,133,1
B6,1310,IAD,JFK,2,1180,83,1
OO,6412,SFO,EUG,3,1351,88,0
AS,478,SEA,LAX,2,1185,155,1
MQ,2971,GSO,DFW,2,745,195,0
OO,6319,IAD,PIT,4,900,60,0
FL,961,CAK,BOS,2,1013,97,1
MQ,2719,DFW,TYS,5,475,115,0
AA,1235,DFW,SNA,4,1280,190,1
OO,6500,DEN,SNA,6,542,157,1
AA,1068,MIA,DCA,3,610,140,0
XE,2615,CRP,IAH,2,1022,72,1
OO,6457,SFO,SNA,7,755,89,1
YV,7259,CLT,IAD,3,367,79,0
WN,1894,SEA,GEG,6,1155,60,1
FL,95,ATL,RDU,2,535,75,0
EV,5499,BOS,DCA,2,1055,110,0
WN,45,PVD,MDW,4,695,165,0
MQ,2932,BTR,DFW,2,1060,90,0
OO,6299,PHX,DEN,1,865,102,1
DL,2162,DTW,PHL,7,1295,101,0
AS,316,SEA,SFO,6,880,123,1
US,1019,CLT,MIA,7,600,131,1
AA,2433,DFW,LAX,1,800,205,0
FL,1180,BUF,MCO,7,991,165,0
WN,1003,HOU,ABQ,5,1035,135,1
WN,1648,DEN,OAK,7,540,170,0
OO,4701,SLC,LAX,7,580,122,1
OH,6344,MSP,OKC,7,1305,132,1
OH,6611,RDU,MEM,2,435,149,0
F9,618,DEN,IND,5,690,137,1
WN,641,LAS,PIT,2,570,260,1
OH,6444,AVL,DTW,7,750,109,1
EV,5432,MEM,VPS,4,1175,84,0
WN,2524,OAK,MDW,2,845,245,1
CO,778,SAT,IAH,3,1145,60,1
DL,2909,FAR,MSP,1,791,71,0
FL,598,ATL,ROC,7,739,124,1
F9,788,LAS,DEN,6,1099,110,0
WN,2008,LAS,SFO,5,960,95,1
AA,1069,DFW,DEN,4,1300,120,1
DL,1865,MCI,ATL,5,328,131,1
UA,304,MCO,IAD,2,986,132,1
EV,5411,ATL,HPN,7,966,134,0
MQ,4136,JFK,IND,3,1020,145,0
WN,1276,DEN,TUL,5,475,90,1
EV,5228,AVL,ATL,4,415,69,0
CO,197,IAH,LAS,4,720,202,1
CO,529,DEN,EWR,2,1110,215,1
WN,1499,MDW,STL,1,530,70,1
OO,6741,DEN,PSP,3,1290,134,0
MQ,2850,SAF,DFW,7,965,100,0
OO,6833,RDM,PDX,7,345,58,0
AA,1593,MCO,MIA,7,720,65,0
B6,420,PBI,BOS,2,825,177,0
DL,1413,BOS,CVG,5,622,151,0
AS,105,SEA,ANC,6,1045,225,1
WN,1065,DEN,LAS,1,905,115,0
9E,4076,BGM,DTW,3,745,99,1
AA,428,IAH,DFW,7,840,70,0
CO,501,IND,IAH,1,390,147,1
AA,889,ORD,LAX,6,1115,270,1
AA,656,BUR,DFW,5,925,180,1
FL,961,MCO,CAK,3,876,139,0
XE,5900,CVG,ORD,5,1052,86,0
US,198,CLT,SAN,4,1095,319,1
9E,3684,JFK,BTV,7,540,109,1
MQ,3358,XNA,DFW,3,480,75,0
UA,523,DEN,PHX,5,935,117,0
OO,6339,LAX,SAN,7,1019,47,1
AA,519,ORD,LAX,4,1020,260,0
AA,375,DFW,ELP,2,1320,100,0
B6,464,RSW,BOS,4,779,178,0
CO,1662,IAH,RSW,3,1155,131,1
FL,200,CAK,ATL,7,360,120,0
US,2185,LGA,DCA,2,1080,78,0
B6,477,BOS,LAX,7,520,391,0
DL,1935,DTW,BNA,2,440,115,0
EV,5016,ATL,CAE,4,815,58,1
AS,366,SEA,SMF,3,405,107,1
WN,3575,LAS,ONT,7,1270,55,1
WN,24,DAL,BHM,4,800,90,1
OO,6412,SFO,EUG,3,1360,92,0
EV,7138,MHT,IAD,4,1145,110,0
UA,563,PHL,ORD,6,989,147,1
AA,664,FLL,JFK,4,705,170,0
AA,775,MIA,STT,4,745,150,0
FL,132,TPA,ATL,3,380,95,0
AS,124,FAI,SEA,2,525,225,0
EV,5161,CHA,ATL,5,458,61,0
AA,2274,DFW,TUL,4,1045,60,1
AA,2372,DFW,ORD,5,1150,135,1
XE,2872,AMA,IAH,2,470,99,0
XE,2655,ATL,CLE,5,872,102,0
DL,2575,ATL,MEM,4,556,94,1
WN,618,BNA,LAX,7,635,290,1
DL,2878,SLC,MEM,5,830,184,1
WN,2278,MSY,DEN,2,1075,180,0
WN,1123,LAS,BUR,2,1230,60,1
OO,7028,SAN,LAX,3,510,45,0
DL,341,ATL,TYS,3,1225,55,0
XE,2171,IAH,ORF,4,1175,163,1
MQ,3701,DCA,ORD,4,945,125,1
EV,7091,SAV,IAD,5,1160,99,0
WN,2735,TPA,JAX,4,615,50,0
YV,2671,CLT,MEM,4,1052,110,1
US,1615,CLT,MCI,3,695,158,0
US,1273,PHL,DFW,4,695,226,0
WN,1130,IND,MDW,3,1125,60,1
XE,2573,IAH,BNA,2,465,111,0
DL,1324,ATL,RIC,5,595,102,0
DL,1159,MLB,ATL,3,1023,101,0
DL,2167,DTW,ORD,3,920,81,0
MQ,3345,DFW,LEX,7,1185,125,1
XE,2387,GSO,IAH,7,843,182,0
FL,984,ATL,PIT,2,630,98,0
MQ,3959,LIT,ORD,5,635,110,1
CO,62,IAH,EWR,6,865,204,1
MQ,3732,MSP,ORD,4,920,95,1
DL,2242,ATL,EWR,6,1065,135,1
WN,513,ORF,MDW,4,590,140,1
MQ,3919,LIT,ORD,4,840,115,0
WN,1587,BWI,MDW,1,930,125,1
US,2135,BOS,LGA,4,960,75,0
WN,264,STL,TPA,3,590,135,1
OO,6855,DEN,LIT,2,1221,116,0
XE,2014,ORD,EWR,2,640,128,1
AA,677,DFW,PDX,4,1020,255,0
AS,153,OME,ANC,7,1267,88,0
MQ,4197,BNA,ORD,1,740,95,0
US,1197,PHX,SAN,2,1080,69,1
OO,4756,MCI,SLC,4,370,162,0
US,1023,BDL,PHL,2,435,86,0
EV,5114,ATL,ROA,4,1296,83,1
XE,2054,IAH,RSW,3,649,140,0
UA,759,ORD,SFO,7,553,293,0
MQ,3365,LBB,DFW,1,630,65,0
HA,18,HNL,LAS,4,925,345,1
DL,1064,ATL,MLB,4,1250,92,1
DL,2219,LGA,MSP,5,695,185,0
EV,5499,ATL,ATW,2,1075,130,0
DL,2513,MSP,ATL,5,380,167,0
UA,420,ORD,ROC,4,1080,98,0
YV,2650,CHS,CLT,3,770,66,0
MQ,4138,PIT,ORD,5,1175,105,0
CO,1586,IAH,MCO,7,1135,137,1
DL,46,BOS,ATL,1,735,178,0
FL,59,ATL,LAX,4,676,320,0
OO,6919,ORD,DLH,3,795,87,0
AA,1716,PHX,DFW,3,585,140,0
DL,2099,ATL,MCI,3,455,142,1
AA,1114,MIA,LGA,7,405,170,0
AA,868,MIA,DCA,2,1215,140,0
WN,739,BUF,TPA,4,855,175,1
OO,4832,SLC,MSO,7,910,103,0
AA,1051,PHX,MIA,6,510,245,0
OO,6635,SFO,CIC,6,765,55,1
MQ,2778,TYS,DFW,7,500,160,0
MQ,3808,ORD,ABQ,2,645,180,1
WN,968,SMF,BUR,4,1240,70,1
UA,802,DEN,MCO,2,610,218,0
US,1640,CLT,EWR,2,468,102,1
WN,251,PHX,LAS,7,1080,70,1
AA,573,AUS,LAX,1,460,195,1
OO,7019,MFR,PDX,7,1019,62,0
DL,1891,ATL,TPA,7,525,97,1
MQ,2891,DFW,CID,2,1010,120,0
WN,918,BUR,OAK,5,1010,70,1
9E,4327,TPA,RDU,4,730,120,1
DL,2253,MSP,SEA,7,1055,225,0
OO,6549,RDM,SFO,7,1223,101,1
DL,1031,IND,ATL,4,742,102,0
WN,826,LAS,PDX,2,795,140,1
EV,5044,ECP,ATL,1,330,68,0
MQ,3283,MAF,DFW,7,690,65,0
OO,6477,LAX,SMF,4,760,85,1
DL,673,EWR,ATL,5,820,149,1
WN,705,DEN,OMA,7,865,80,1
WN,2020,BOI,PDX,2,1085,75,1
UA,796,IAD,LAS,3,497,322,0
OO,6474,LAX,ABQ,1,918,105,1
WN,3658,RDU,DEN,4,540,250,0
WN,59,AMA,DAL,5,1170,65,1
XE,3051,JAX,IAH,3,410,146,0
B6,446,TPA,BOS,2,1120,166,0
OO,7026,ORD,SPI,5,715,53,1
DL,2771,MCI,ATL,2,765,119,1
UA,659,ALB,ORD,2,1002,148,0
MQ,4091,ORD,BNA,4,545,90,0
US,2168,DCA,LGA,3,660,68,0
WN,1131,ABQ,LAS,4,425,100,0
9E,4245,MDW,DTW,5,840,87,0
WN,258,RDU,LAS,5,875,320,0
MQ,4568,BNA,DCA,3,985,95,1
HA,263,ITO,HNL,1,972,49,1
WN,2885,SAN,SMF,2,750,95,1
F9,323,DCA,MKE,4,1080,130,1
9E,3879,ATL,FWA,6,788,95,1
WN,1765,SEA,LAS,1,965,145,1
OO,3097,OMA,MKE,1,667,81,1
OO,6641,GJT,DEN,4,1192,54,1
AA,532,DFW,RDU,1,370,145,0
MQ,4071,ORD,XNA,7,790,105,0
YV,2715,PHX,FAT,3,1070,101,0
EV,5200,MEM,ATL,7,1185,83,0
FL,716,CAK,MCO,1,801,145,0
FL,564,ATL,BMI,4,1340,108,0
MQ,3308,CVG,DFW,6,605,165,1
UA,438,LAX,ORD,3,1058,239,0
AA,1931,SFO,LAX,3,875,80,0
UA,846,IAD,SFO,3,493,370,1
EV,5325,ATL,LYH,6,725,76,0
DL,2658,RSW,BDL,1,725,170,0
OH,6293,JFK,ORF,5,495,102,0
DL,2170,SAT,ATL,6,729,131,0
FL,494,CLT,BWI,4,434,86,0
WN,1355,LAS,DEN,6,985,115,0
UA,395,SEA,SFO,3,450,136,1
FL,1744,PIT,MCO,4,540,145,0
OO,6850,DEN,RAP,7,1167,70,1
DL,1385,BOS,LGA,1,750,79,1
WN,1120,TUS,LAX,1,880,90,1
XE,5945,GSP,ORD,3,1051,124,0
US,592,SLC,PHX,5,645,99,0
DL,2107,GEG,MSP,3,800,169,1
AA,1140,DFW,ATL,1,475,125,1
WN,1996,LAX,LAS,6,890,65,1
CO,436,SAN,IAH,1,1020,177,1
OO,7025,ATL,IAD,3,584,115,0
XE,3059,TUL,IAH,7,455,90,0
WN,275,SJC,MDW,6,605,255,1
US,2183,LGA,DCA,1,1020,76,0
F9,412,LAX,DEN,3,1125,131,0
FL,447,MSY,ATL,5,975,81,1
AA,1626,DFW,BNA,5,1225,100,0
WN,536,LAS,STL,4,1155,185,1
AA,647,STL,LAX,7,1260,255,0
OH,6264,BDL,CVG,1,345,133,0
AA,2192,MIA,BOS,5,1255,180,1
DL,1219,HDN,ATL,5,770,189,1
WN,3252,SLC,SEA,1,790,130,1
AA,635,MIA,DFW,5,560,195,0
WN,3775,SFO,LAX,4,395,75,0
OO,6346,SFO,SBP,5,712,72,1
XE,2970,LBB,IAH,3,655,94,0
AA,1905,DCA,DFW,5,600,225,0
US,647,TPA,PHX,1,445,288,1
AA,616,DFW,DTW,2,535,150,0
YV,7243,BTV,ORD,3,511,154,0
MQ,4020,ROC,ORD,3,740,125,0
WN,3494,OAK,LAX,5,810,70,1
9E,4159,ATW,DTW,2,972,95,1
AA,818,LAX,STL,6,755,210,1
MQ,3833,ORD,ATL,3,760,120,1
OO,6474,LAX,ABQ,6,918,105,1
B6,765,MCO,BQN,4,1395,150,1
MQ,3547,DFW,CLE,3,720,150,0
MQ,3035,LAX,SBA,7,1290,40,0
EV,5001,ATL,BTR,4,815,97,0
OH,6421,EWR,CVG,5,385,140,0
9E,4300,PNS,MEM,4,685,91,1
OO,6291,LAX,ELP,5,761,111,1
DL,2162,DTW,PHL,1,1290,99,1
DL,2062,DTW,PBI,3,720,182,1
WN,2210,BOI,SLC,4,655,60,1
DL,1045,IND,ATL,5,865,97,0
DL,64,LAS,ATL,5,742,232,0
UA,791,LAS,DEN,7,360,116,0
AA,2513,DFW,DEN,3,1115,125,0
EV,7091,CMH,IAD,3,370,80,1
OO,4855,BIL,SLC,5,700,80,0
OO,6700,TUS,DEN,2,334,116,0
MQ,2955,DFW,MAF,6,590,75,1
FL,739,MKE,MSP,5,629,73,0
XE,2615,CRP,IAH,3,1025,72,0
US,202,PHX,ABQ,1,595,78,0
UA,170,LAX,SFO,5,1031,83,0
DL,2899,MSP,PHX,5,1040,207,1
OO,6577,DEN,COS,4,1195,35,1
DL,2552,TPA,LGA,4,1169,162,0
9E,3787,ATL,ORD,4,500,149,0
OO,6744,LAX,PDX,1,1280,141,1
FL,933,JAX,ATL,3,642,73,0
EV,7123,IAD,CVG,7,506,100,0
UA,778,BDL,IAD,2,599,92,1
WN,2196,HOU,DAL,6,900,60,1
WN,3057,OKC,HOU,2,1115,80,1
WN,1779,MSY,BHM,7,570,60,0
AA,1192,DFW,ORF,1,815,160,0
DL,2342,ATL,EWR,3,1295,133,0
DL,2810,FLL,MEM,3,998,162,0
WN,1846,DEN,BNA,7,1140,150,0
US,1696,IAH,CLT,3,430,144,0
AA,309,LGA,ORD,2,479,165,1
XE,2643,EWR,ATL,1,809,157,0
CO,546,IAH,ORD,7,1250,150,1
EV,7329,TYS,ATL,1,782,68,0
WN,1931,STL,DAL,1,1015,105,1
FL,695,SRQ,ATL,5,1085,98,1
AA,1487,ORD,RNO,7,640,255,0
OO,6603,DEN,ABQ,1,816,74,0
B6,408,PHX,BOS,4,750,291,1
OO,6409,SBP,LAX,3,1245,70,1
UA,278,ORD,MDT,6,1187,113,1
9E,4075,DTW,FNT,3,725,42,1
WN,1648,LAS,SAT,6,600,160,1
EV,4970,OMA,ATL,7,408,142,0
OO,4784,RNO,SLC,4,985,84,0
OO,4594,CID,MSP,3,420,63,1
9E,3991,ATL,OKC,5,695,141,0
EV,5034,ATL,VLD,4,590,80,0
AA,2462,LAX,DFW,3,1090,170,0
EV,5597,AGS,ATL,7,507,72,1
AA,2321,ORD,DFW,7,700,150,1
US,578,SFO,PHX,5,360,111,0
WN,1087,BNA,FLL,3,465,130,0
WN,3328,MSP,STL,3,360,105,1
UA,478,SFO,PDX,4,636,116,0
WN,118,ONT,PHX,7,600,65,1
F9,147,HOU,DEN,1,1150,145,0
MQ,2741,DFW,LFT,5,910,75,1
DL,1266,ATL,MEM,2,1318,95,0
OO,4747,PSC,SLC,2,315,100,0
OO,6609,SFO,RDD,5,980,68,0
CO,46,LAX,IAH,3,750,193,1
WN,1680,LAS,OAK,7,1080,90,1
DL,2860,MIA,ATL,6,690,122,0
MQ,4558,LGA,CLE,4,480,110,1
UA,106,LAX,ORD,6,515,243,0
FL,111,ATL,IAD,4,1255,103,0
WN,3939,AMA,DAL,6,795,65,0
WN,2006,TPA,PIT,4,620,140,1
XE,3143,RSW,IAH,6,895,169,0
DL,2532,MCO,BOS,2,667,175,0
B6,53,ROC,JFK,6,707,73,0
UA,400,SEA,DEN,4,930,154,0
AA,1845,MIA,SJU,2,720,145,1
9E,3722,ATL,FWA,5,1164,106,0
OO,6441,DAY,DEN,4,971,186,0
AA,1221,MCO,ORD,3,1140,175,0
OO,6283,LAX,IYK,5,1175,52,1
WN,106,DAL,MSY,3,1175,80,1
FL,174,RSW,ATL,6,773,109,0
DL,1206,IAH,ATL,4,1079,131,1
AS,514,SEA,SNA,1,990,160,0
AA,555,DFW,SAT,2,590,70,0
WN,949,MCO,DEN,1,535,255,1
AA,1576,DFW,OKC,4,1120,55,0
EV,5423,VPS,ATL,4,702,78,1
WN,2006,TPA,PIT,1,620,140,0
MQ,2977,DFW,CSG,7,765,115,0
WN,1584,BUF,BWI,3,1040,70,1
9E,3896,BGM,DTW,7,994,96,0
OH,6667,AZO,DTW,3,920,62,0
B6,1202,MCO,BOS,3,835,168,1
OO,4831,OAK,SLC,4,365,106,0
MQ,4126,ORD,TRI,7,1225,115,1
MQ,4172,JFK,CLE,1,895,115,1
XE,2854,DFW,CLE,5,890,150,0
FL,1007,RSW,BOS,3,866,173,0
AA,1860,MIA,MCO,5,600,65,1
MQ,3905,DAY,ORD,6,475,80,0
MQ,2765,DFW,DSM,3,470,110,0
XE,2330,MAF,IAH,6,800,84,1
FL,850,MCO,ATL,3,895,93,0
WN,3597,MDW,MCO,1,1185,160,1
AA,1723,BWI,MIA,6,370,160,0
WN,1094,SFO,PHX,5,460,110,1
MQ,3068,SAN,LAX,3,945,45,0
9E,3709,DTW,GRB,4,1300,90,1
MQ,3869,ORD,SAT,3,885,175,1
DL,2826,JAX,ATL,4,390,89,0
OO,4719,SLC,LGB,1,515,113,0
XE,3046,MEM,EWR,2,775,155,1
OO,6374,ASE,ORD,5,804,170,0
OH,6401,HTS,CVG,2,360,53,0
AA,812,SEA,DFW,2,435,235,0
AA,1663,TPA,MIA,3,825,65,1
AA,785,DFW,MSY,2,1305,75,1
WN,559,SAT,DAL,4,695,60,0
WN,378,BDL,BWI,2,590,70,0
AA,484,DFW,MIA,7,935,165,0
AA,581,DCA,STL,4,430,140,0
WN,1094,GEG,OAK,4,1055,130,1
HA,157,OGG,HNL,5,735,34,0
US,1997,CLT,FLL,3,595,128,0
MQ,3367,DFW,LBB,7,525,70,0
XE,2300,TUL,IAH,7,1002,97,1
9E,4168,DTW,ORF,5,1065,111,1
WN,2891,MDW,IAD,2,360,105,1
OO,4445,BNA,MSP,5,780,140,1
DL,2456,SLC,MSP,2,525,165,0
DL,245,JFK,LAX,1,1140,390,0
EV,4963,CMH,ATL,3,585,102,1
WN,3920,CLE,STL,5,550,110,0
WN,231,BWI,MCO,7,1175,140,0
EV,5371,ATL,SGF,5,825,117,0
